"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Module","Owner","Preconditions","Priority","References","Release","Section","Section Description","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","TC Status","Type","Updated By","Updated On"
"C109174","Verify that cache becomes invalid and details are retrieved from control plane when there is a change of snaplex in task.","Sunil Buddi","1/8/2019 9:33 PM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Nazeer Shaik","Create a pipeline and triggered task on groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Change the snaplex in the task.
4. Run the task again. 
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:18 AM"
"C109175","Verify that cache becomes invalid when we change snaplex version to old version where this code changes are not present","Sunil Buddi","1/8/2019 9:33 PM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task

Also, check that pipeline stats should contain old version snappacks.",""," Tasks","Alexander Shostak","Create a pipeline and triggered task","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Change the snaplex version which is used in the task.
4. Run the task again. 
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C109176","Verify that cache becomes invalid after the maximum allowed time periodNeed to Revise","Sunil Buddi","1/8/2019 9:33 PM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Alexander Shostak","Create a pipeline and triggered task on groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Verify that cache becomes invalid after maximum time period
4. Verify above scenario for ground and local tasks.","","","","","","","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C153613","Verify that task data is not cached for cloud triggered task","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane every time when the task is triggered
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Nazeer Shaik","Create a pipeline and triggered task on Cloudplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the cloud url of the task
3. Verify that task details are not cached.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:18 AM"
"C153614","Verify that cache becomes invalid after enabling the disabled task","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Nazeer Shaik","Create a pipeline and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Disable the task and then enable after some time(5min).
4. Run the task again and verify that data is retrieved from cache.
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:18 AM"
"C153615","Verify that cache becomes invalid when account ref is deleted and restored","Sunil Buddi","3/7/2019 2:34 AM","","Task, pipeline and account details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Shireen Kamarsu","Create a pipeline with account in it and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Delete account ref and restore it.
4. Run the task again and verify that data is not retrieved from cache.
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:18 AM"
"C153616","Verify that task cache becomes invalid when Pipeline is deleted and restored","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Nazeer Shaik","Create a pipeline and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Delete Pipeline and restore it.
4. Run the task again and verify that data is not retrieved from cache.
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:18 AM"
"C153617","Verify that task cache becomes invalid when task is deleted and restored","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Shireen Kamarsu","Create a pipeline and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Delete task and restore it.
4. Run the task again and verify that data is not retrieved from cache.
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:18 AM"
"C153618","Verify that cache becomes invalid and details are retrieved from control plane when task is renamed.","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Shireen Kamarsu","Create a pipeline and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go to the project where the pipeline and task are created.
2. Run the task and make sure data is cached.
3. Now rename the task and trigger it. 
4. Verify that cache becomes invalid
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:14 AM"
"C153622","Verify that task cache becomes invalid when snappack version is changed","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Shireen Kamarsu","Create a pipeline and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go to the project where the pipeline and task are created.
2. Run the task and verify that data is cached
3. Now change snappack version of any snappack that is used in the pipeline and rerun the task
4. Verify that data is retrieved from control plane but not from cache
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:16 AM"
"C153625","Verify that task cache becomes invalid when project is renamed","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Nazeer Shaik","Create a pipeline and triggered task on Groundplex in a project","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go to the project where the pipeline and task are created.
2. Run the task and verify that data is cached
3. Now change the name of the project and rerun the task.
4. Verify that data is retrieved from control plane but not from cache
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:16 AM"
"C153626","Verify that cache becomes invalid when account reference is moved from org shared to project","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Shireen Kamarsu","Create a pipeline(in a project) with account ref(in org shared) and triggered task on ground plex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go to the project where the pipeline and task are created.
2. Run the task and verify that data is cached.
3. Now move the account from org shared to project and re-run the task.
4. Verify that details are not retrieved from cache
4. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:16 AM"
"C153627","Verify that cache becomes invalid when pipeline parameters are overwritten in task","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Nazeer Shaik","Create a pipeline with parameters and triggered task on ground plex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go to the project where the pipeline and task are created.
2. Run the task and verify that data is cached.
3. Now update pipeline parameters in task and re-run the task.
4. Verify that details are not retrieved from cache
4. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:16 AM"
"C153628","Verify that cache is still valid when pipeline parameters are overwritten in task url","Sunil Buddi","3/7/2019 2:34 AM","","Task details should be retrieved from cache and output data should be w.r.t to updated input data.
jcc.json log in snaplex node should contain the below message once task is triggered
""""msg"""":""""Using cached version of task
""""msg"""":""""Authorizing access to cached task",""," Tasks","Nazeer Shaik","Create a pipeline with parameters and triggered task on ground plex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go to the project where the pipeline and task are created.
2. Run the task and verify that data is cached.
3. Now update pipeline parameters in task url and re-run the task.
4. Verify that details are not retrieved from cache
4. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:21 AM"
"C153629","Verify that cache is still valid when input data to POST task url is changed","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from cache
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Using cached version of task",""," Tasks","Nazeer Shaik","Create a pipeline and triggered task on ground plex where the task url will be a POST url","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go to the project where the pipeline and task are created.
2. Run the task with input data and verify that details are cached.
3. Now change input data and re-run the task.
4. Verify that details are retrieved from cache and output data is in accordance with input data
4. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:16 AM"
"C153630","Verify that task cache becomes invalid when account ref is deleted.","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Shireen Kamarsu","Create a pipeline with account in it and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Delete account ref.
4. Run the task again and verify that data is not retrieved from cache and pipeline execution gives error that account does not exist.
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:16 AM"
"C153631","Verify that task cache becomes invalid when pipeline is deleted.","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Nazeer Shaik","Create a pipeline and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Delete Pipeline.
4. Run the task again and verify that data is not retrieved from cache and pipeline doesnot exist error should appear.
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:21 AM"
"C153634","Verify that triggered tasks data is retrieved from cache when we run it multiple times without changing the assets on feedmaster.","Sunil Buddi","3/7/2019 2:34 AM","","Task details should be retrieved from cache and output data should be w.r.t to updated input data.
jcc.json log in snaplex node should contain the below message once task is triggered
""""msg"""":""""Using cached version of task
""""msg"""":""""Authorizing access to cached task",""," Tasks","Nazeer Shaik","Create a pipeline and triggered task on feedmaster having groundplex nodes","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Now re-run the task multiple times such that it runs on different nodes and data is retrieved from cache.
4. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:21 AM"
"C153635","Verify cache becomes invalid when we switch between pipeline versions.","Sunil Buddi","3/7/2019 2:34 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Nazeer Shaik","Create a pipeline with multiple versions and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Now change the version of pipeline and re-run the task
4. Verify that details are not retrieved from cache.
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:14 AM"
"C178142","Verify that cache becomes invalid and details are retrieved from control plane when there is a change in version of a child pipeline.","Sunil Buddi","5/13/2019 3:43 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Nazeer Shaik","Create a pipeline with multiple versions and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go the project where pipeline and task are created
2. Run the task and make sure data is cached.
3. Now change the version of pipeline and re-run the task
4. Verify that details are not retrieved from cache.
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:14 AM"
"C153709","Verify cache becomes invalid when we disable snap in a pipeline","Sunil Buddi","3/15/2019 2:55 AM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Nazeer Shaik","Create a pipeline with multiple versions and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to the manager and go the project where pipeline and task are created
2. Run the task and make sure the data is cached.
3. Now disable a snap in the pipeline and re-run the task
4. Verify that details are not retrieved from the cache.
5. Verify the above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Shireen Kamarsu","5/30/2024 6:21 AM"
"C174593","Verify that task cache becomes invalid when private snappack is deployed.","Sunil Buddi","3/28/2019 9:25 PM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Shireen Kamarsu","Create a pipeline and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go to the project where the pipeline and task are created.
2. Run the task and verify that data is cached
3. Now upload a private snappack of any snap that is used in the pipeline and rerun the task
4. Verify that data is retrieved from control plane but not from cache
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Nazeer Shaik","5/30/2024 4:47 AM"
"C174594","Verify that task cache becomes invalid when private snappack is deleted.","Sunil Buddi","3/28/2019 9:27 PM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Nazeer Shaik","Create a pipeline and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go to the project where the pipeline and task are created. Upload a private snappack of any snap used in the pipeline.
2. Run the task and verify that data is cached
3. Now delete the private snappack and rerun the task
4. Verify that data is retrieved from control plane but not from cache.
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1"," Automated","UI","Nazeer Shaik","5/30/2024 4:48 AM"
"C11986644","(Duplicate)Verify that task cache becomes invalid when private snappack is deployed.","Alexander Shostak","6/3/2022 4:57 PM","","Task and pipeline details should be fetched from control plane and previous cache should become invalid.
jcc.json log should contain below messages once the task is triggered.
""""msg"""":""""Fetching task to cache
""""msg"""":""""Using server version of task",""," Tasks","Alexander Shostak","Create a pipeline and triggered task on Groundplex","Medium","PLAT-4124, PLAT-4125","4.17","Enable CACHE for Ground and local triggered task_PLAT-4124/PLAT-4125","On-premise and local urls can be executed by creating a pipeline with REST Snap and giving that task url inside service url of REST Snap.
For authorization as bearer token we have to add below http header
Authorization: Bearer  <token>

To authorize with snaplogic account, select account in Accounts tab of REST Snap.

This pipeline should be executed on the same snaplex that is used for task.","1. Login to manager and go to the project where the pipeline and task are created.
2. Run the task and verify that data is cached
3. Now upload a private snappack of any snap that is used in the pipeline and rerun the task
4. Verify that data is retrieved from control plane but not from cache
5. Verify above scenario for ground and local tasks.","","","","","","","Master","S1","Obsolete","UI","Nazeer Shaik","5/30/2024 4:52 AM"
"C153767","Verify that pipeline params preference order for cloud url.","Sunil Buddi","3/21/2019 11:21 PM","","Pipeline params declared as headers should overwrite already declared pipeline.

Order of preference from high to low.
1.Query Param
2. Http header
3. Task param
4. Pipeline param",""," Tasks","Shaik Irfan","Import attached project.","Medium","PLAT-3985","4.17","CUSTOM HEADERS_ in triggered task_PLAT-3985 -","","1. Login to manager and import the attached Pipeline.
2. Create a triggered task and set a snaplex.
3. Go to task details and copy cloud url.
4. Create a pipeline with REST POST snap and add the cloud url in """"Service url"""".
5. Add all parameters as custom headers(header name - one of the pipeline parameters with '-' replacing '_')
6. Run the pipeline and verify the output file of the pipeline.
","","","","","","","Master","S1"," Automated","EndtoEnd","Shireen Kamarsu","5/30/2024 3:46 AM"
"C153768","Verify that previous version of snaplex will not support pipeline params as http headers.","Sunil Buddi","3/21/2019 11:22 PM","","Verify that the modified value of header will not be present in the output file as the snaplex is on unsupported version.",""," Tasks","Alexander Shostak","Import attached project.

","Medium","PLAT-3985","4.17","CUSTOM HEADERS_ in triggered task_PLAT-3985 -","","1. Login to manager and import the attached project.
2. Enable triggered task and set a snaplex.
3. Go to task details and copy cloud url.
4. Open POSTTaskRun pipeline and add the cloud url in """"Service url"""" of REST Post snap.
5. Add custom header(header name - one of the pipeline parameter with '-' replacing '_')
6. Run the pipeline and verify the output file of the TriggerPostPipeline pipeline.
Now modify the value of http header and downgrade the snaplex version. Run the POSTTaskRun pipelne.

Repeat the same for Ground(on-premise url) triggered task","","","","","","","Master","S1","Obsolete","UI","Anton Samsonov","12/19/2023 9:40 AM"
"C153769","Verify that pipeline params preference for on-premise url","Sunil Buddi","3/21/2019 11:23 PM","","Verify that parameter value will be as of query parameter but not of http header.
Order of preference from high to low.
1.Query Param
2. Http header
3. Task param
4. Pipeline param
",""," Tasks","Nazeer Shaik","","Medium","PLAT-3985","4.17","CUSTOM HEADERS_ in triggered task_PLAT-3985 -","","1. Login to manager and import the attached Pipelines.
2. Create triggered task and set a snaplex.
3. Go to task details and copy Ground url.
4. Open MultipleParamTaskRun pipeline and add the cloud url in """"Service url"""" of REST Post snap.
5. Add custom header(header name - one of the pipeline parameters with '-' replacing '_'). Add the same header with a different value as query param in task url.
6. Run the pipeline and verify the output file of the MultiplePipelineParameters pipeline.
","","","","","","","Master","S1"," Automated","EndtoEnd","Shireen Kamarsu","5/30/2024 3:46 AM"
"C2737","Test notifications are sent out triggered tasks - started and completed","Sunil Darshanam","5/24/2017 2:12 PM","","",""," Tasks","Anton Samsonov","","High","","NA","TriggeredTask_EMAIL NOTIFICATIONS","","","Create a scheduled task
set notifications to be send when pipeline status is changed
Status for : Started and completed
Expected Result:
Verify user receives notification when pipeline status is changed, verify there are no duplicates","","Verify user receives notification when pipeline status is changed, verify there are no duplicates","","","Create a scheduled task
set notifications to be send when pipeline status is changed
Status for : Started and completed","Master","S1"," Automated","API","Alexander Shostak","11/25/2024 11:51 AM"
